mu,sigma,pstar_true,pistar_true,CLferror,CRferror1,CRferror2,CRferror3,CRferror4,CRferror5,estcr1,estcr2,estcr3,estcr4,estcr5,eprice_T,beta1_T,beta2_T,,True World
10,11.899,12.61793914,10.42066054,0.012255758,-0.008684045,-0.054157041,0.000303526,0.06659389,0.029619018,12.62662318,12.67209618,12.61763561,12.55134525,12.58832012,12.63019489,1.65009677,-0.065321979,,
10,11.9,12.61863484,10.42084225,0.058221849,0.027856583,0.037039557,0.004353549,0.009149997,0.079339963,12.59077826,12.58159529,12.6142813,12.60948485,12.53929488,12.67685669,1.644825042,-0.064874673,,
10,11.901,12.61933055,10.42102399,0.022137623,-0.156973852,-0.121699328,0.061557333,0.069730841,0.023859873,12.77630441,12.74102988,12.55777322,12.54959971,12.59547068,12.64146818,1.65067211,-0.06529337,,
10,11.902,12.6200263,10.42120576,0.115776416,-0.010912194,-0.09138883,0.017849315,-0.02605126,-0.043735633,12.6309385,12.71141513,12.60217699,12.64607756,12.66376194,12.73580272,1.6372471,-0.064278782,,
10,11.903,12.62072205,10.42138755,-0.00568173,0.169351008,0.101251784,-0.026137488,-0.047651347,0.002082825,12.45137104,12.51947027,12.64685954,12.6683734,12.61863922,12.61504032,1.652749707,-0.065507623,,
10,11.904,12.6214178,10.42156937,0.001130385,-0.023110276,0.01948122,0.081152227,0.007100696,0.005312901,12.64452807,12.60193658,12.54026557,12.6143171,12.6161049,12.62254818,1.65201876,-0.065438875,,
10,11.905,12.62211355,10.42175121,0.087834645,-0.002120104,0.059357514,-0.040029979,0.054053334,0.023509966,12.62423365,12.56275603,12.66214353,12.56806021,12.59860358,12.70994819,1.641730635,-0.064583262,,
10,11.906,12.62280933,10.42193308,-0.024394301,-0.131980142,-0.14773098,0.03231612,0.017019001,0.017418345,12.75478948,12.77054031,12.59049321,12.60579033,12.60539099,12.59841503,1.655194227,-0.065692653,,
10,11.907,12.62350508,10.42211498,0.030744678,-0.12039029,0.124556341,-0.001793293,-0.017867013,-0.120732936,12.74389537,12.49894874,12.62529837,12.6413721,12.74423802,12.65424976,1.647886292,-0.065116566,,
10,11.908,12.62420087,10.4222969,0.005399766,-0.041519543,0.004910867,0.077975484,-0.066237265,-0.035184631,12.66572041,12.61929,12.54622538,12.69043813,12.6593855,12.62960063,1.651626687,-0.065386197,,
10,11.909,12.6248967,10.42247885,0.008505898,0.066319062,-0.030233936,0.003093503,0.031707058,-0.05247089,12.55857763,12.65513063,12.62180319,12.59318964,12.67736759,12.63340259,1.650729164,-0.065332284,,
10,11.91,12.62559248,10.42266083,0.019832165,0.133229461,0.00331614,-0.017994921,0.062207744,0.054374029,12.49236302,12.62227634,12.6435874,12.56338474,12.57121845,12.64542465,1.648928887,-0.065199029,,
10,11.911,12.62628831,10.42284283,-0.008162084,0.195738325,-0.061119393,0.030500162,0.073953268,0.00443796,12.43054998,12.6874077,12.59578815,12.55233504,12.62185035,12.61812623,1.652922445,-0.065491396,,
10,11.912,12.62698414,10.42302485,0.025637966,0.145043557,0.010892595,-0.134649127,-0.0821267,0.018466639,12.48194058,12.61609154,12.76163326,12.70911084,12.6085175,12.6526221,1.647937646,-0.065120317,,
10,11.913,12.62767996,10.42320691,0.009485964,-0.134165125,-0.018209175,0.086840137,0.016864679,0.097516445,12.76184509,12.64588914,12.54083983,12.61081528,12.53016352,12.63716593,1.650301656,-0.06529844,,
10,11.914,12.62837583,10.42338899,-0.024629097,0.09194792,-0.115463544,-0.000933886,0.036190087,0.064926863,12.53642791,12.74383937,12.62930971,12.59218574,12.56344897,12.60374673,1.65508312,-0.06566109,,
10,11.915,12.62907169,10.42357109,0.021692241,-0.035062529,0.027204654,0.105096454,-0.011324871,-0.023126381,12.66413422,12.60186704,12.52397524,12.64039656,12.65219807,12.65076393,1.647966908,-0.065131665,,
10,11.916,12.62976756,10.42375322,-0.096235782,-0.086875061,-0.053453082,-0.10552738,-0.065003001,-0.068234807,12.71664262,12.68322064,12.73529494,12.69477056,12.69800237,12.53353178,1.664569044,-0.066405752,,
10,11.917,12.63046343,10.42393538,0.015475939,0.079749689,-0.034122326,-0.1020437,0.033858981,-0.01628634,12.55071374,12.66458575,12.73250712,12.59660444,12.64674976,12.64593936,1.649930591,-0.065234089,,
10,11.918,12.63115933,10.42411756,0.016433823,0.159195921,-0.005218431,-0.016350342,-0.057382338,-0.026064824,12.47196341,12.63637776,12.64750967,12.68854167,12.65722415,12.64759315,1.649656537,-0.065216642,,
10,11.919,12.6318552,10.42429977,-0.018340087,0.001113066,-0.020970948,-0.036603199,0.014414557,0.081182524,12.63074213,12.65282614,12.66845839,12.61744064,12.55067267,12.61351511,1.653641478,-0.065550217,,
10,11.92,12.6325511,10.42448201,0.026288601,-0.19506969,-0.1387364,-0.022392691,0.032981022,-0.000928277,12.82762079,12.7712875,12.65494379,12.59957008,12.63347938,12.6588397,1.648028883,-0.065093655,,
10,11.921,12.63324704,10.42466427,-0.032476627,-0.098217032,-0.004988753,0.03201891,-0.012772314,-0.028590063,12.73146408,12.6382358,12.60122813,12.64601936,12.66183711,12.60077042,1.655364914,-0.065691308,,
10,11.922,12.63394295,10.42484656,0.020429623,0.014340753,-0.017089583,0.012574119,-0.021321023,0.036460507,12.6196022,12.65103253,12.62136883,12.65526397,12.59748244,12.65437257,1.649051925,-0.065156555,,
10,11.923,12.63463889,10.42502887,-0.009855917,-0.110667059,-0.091099449,-0.02849002,-0.102112025,0.017067606,12.74530595,12.72573834,12.66312891,12.73675092,12.61757129,12.62478298,1.652067461,-0.065429325,,
10,11.924,12.63533484,10.42521121,0.020600026,0.117258228,-0.009816782,0.096552411,0.046658245,0.00874622,12.51807661,12.64515162,12.53878243,12.58867659,12.62658862,12.65593486,1.647661902,-0.06509479,,
10,11.925,12.63603078,10.42539358,0.027502291,-0.056512207,-0.145638425,0.024969114,-0.065223346,-0.079660933,12.69254299,12.78166921,12.61106167,12.70125413,12.71569171,12.66353307,1.647010742,-0.065028899,,
10,11.926,12.63672672,10.42557597,-0.011943017,0.064367147,0.023264432,-0.000521102,0.110729815,0.077415909,12.57235958,12.61346229,12.63724783,12.52599691,12.55931081,12.62478371,1.652900151,-0.065461621,,
10,11.927,12.63742271,10.42575839,0.046359649,0.028212831,0.018586585,-0.098304343,0.01296955,-0.077773712,12.60920988,12.61883612,12.73572705,12.62445316,12.71519642,12.68378236,1.64531975,-0.064857854,,
10,11.928,12.63811869,10.42594083,0.00253953,0.008427734,0.053166198,-0.088569486,-0.05021649,-0.005236508,12.62969096,12.58495249,12.72668818,12.68833518,12.6433552,12.64065822,1.649494292,-0.065245982,,
10,11.929,12.63881467,10.4261233,0.013917743,0.160345031,-0.082729876,0.057242928,-0.026894477,-0.000520106,12.47846964,12.72154455,12.58157174,12.66570915,12.63933478,12.65273242,1.64904317,-0.065166538,,
10,11.93,12.63951069,10.42630579,0.016146566,-0.037272771,0.031568506,0.032886439,0.090881679,0.079583676,12.67678347,12.60794219,12.60662426,12.54862902,12.55992702,12.65565726,1.648640814,-0.065137042,,
10,11.931,12.64020668,10.42648832,0.022558556,-0.061612667,-0.085944547,0.078106522,0.009028014,0.010127621,12.70181934,12.72615122,12.56210016,12.63117866,12.63007906,12.66276523,1.647023058,-0.0650327,,
10,11.932,12.6409027,10.42667086,0.057931494,-0.058498353,-0.082229972,0.008165216,0.104185076,-0.110378545,12.69940105,12.72313267,12.63273748,12.53671762,12.75128124,12.69883419,1.644406506,-0.064750077,,
10,11.933,12.64159872,10.42685344,0.023288695,0.051837256,-0.0448835,-0.025833073,-0.094730933,0.042593048,12.58976147,12.68648222,12.6674318,12.73632966,12.59900567,12.66488742,1.647681544,-0.065045321,,
10,11.934,12.64229478,10.42703604,-0.025181861,-0.106762042,-0.028992274,0.041606095,0.026812423,0.053580069,12.74905683,12.67128706,12.60068869,12.61548236,12.58871471,12.61711292,1.653549796,-0.065528596,,
10,11.935,12.64299081,10.42721866,0.031478961,-0.019284474,-0.059788564,-0.039501352,0.083788251,-0.05249067,12.66227528,12.70277937,12.68249216,12.55920255,12.69548148,12.67446977,1.646352088,-0.064952827,,
10,11.936,12.64368687,10.42740131,0.020718416,-0.059329143,0.05686578,-0.118379992,-0.019264699,0.017703993,12.70301601,12.58682109,12.76206686,12.66295157,12.62598287,12.66440528,1.646815749,-0.065014998,,
10,11.937,12.64438293,10.42758399,-0.026785241,0.068717525,-0.004363261,0.01750908,0.085654465,-0.014112954,12.5756654,12.64874619,12.62687385,12.55872846,12.65849588,12.61759769,1.653949265,-0.065535569,,
10,11.938,12.64507903,10.42776669,0.001491308,-0.027696643,0.132691944,0.084535723,-0.044171548,-0.081616588,12.67277567,12.51238708,12.56054331,12.68925058,12.72669562,12.64657034,1.649861352,-0.06523002,,
10,11.939,12.64577513,10.42794942,-0.06006303,0.147638737,0.009010177,0.016969644,0.032051073,-0.006187905,12.49813639,12.63676495,12.62880548,12.61372405,12.65196303,12.5857121,1.65771797,-0.065857876,,
10,11.94,12.64647119,10.42813218,-0.062535639,-0.032455365,0.011999885,-0.075067752,-0.069090892,-0.028426861,12.67892655,12.6344713,12.72153894,12.71556208,12.67489805,12.58393555,1.656786505,-0.065827945,,
10,11.941,12.64716733,10.42831496,0.004060594,0.112250138,-0.030582584,0.113962814,0.062249396,0.04297978,12.53491719,12.67774991,12.53320451,12.58491793,12.60418755,12.65122792,1.648952718,-0.065163715,,
10,11.942,12.64786343,10.42849776,-0.049118699,-0.058699203,-0.04201497,-0.025709919,0.012062061,-0.02340173,12.70656263,12.6898784,12.67357335,12.63580137,12.67126516,12.59874473,1.656146444,-0.065725555,,
10,11.943,12.64855953,10.4286806,-0.053662705,0.047212761,0.126699303,0.00587049,0.010180919,0.094647723,12.60134677,12.52186023,12.64268904,12.63837861,12.55391181,12.59489682,1.656516852,-0.065762061,,
10,11.944,12.64925567,10.42886346,-0.009989677,-0.012303879,-0.066931502,0.012998679,0.082862338,0.10325036,12.66155955,12.71618717,12.63625699,12.56639333,12.54600531,12.63926599,1.651233368,-0.065319919,,
10,11.945,12.64995181,10.42904634,-0.001328986,0.042634112,0.048427985,-0.075997687,0.041059583,-0.126245616,12.6073177,12.60152382,12.72594949,12.60889223,12.77619742,12.64862282,1.648778964,-0.065179436,,
10,11.946,12.65064799,10.42922925,-0.007883762,0.122037941,-0.071880179,-0.091052094,-0.037846319,0.016428845,12.52861005,12.72252817,12.74170008,12.68849431,12.63421914,12.64276422,1.649904817,-0.065251377,,
10,11.947,12.65134413,10.42941219,-0.009105366,0.105310531,0.022782173,0.07920692,-0.014241895,0.016286849,12.54603359,12.62856195,12.57213721,12.66558602,12.63505728,12.64223876,1.649038313,-0.065218379,,
10,11.948,12.6520403,10.42959515,-0.016895241,-0.08335473,0.007653684,-0.015815721,0.097177962,0.052140635,12.73539503,12.64438662,12.66785603,12.55486234,12.59989967,12.63514506,1.651432038,-0.065351066,,
10,11.949,12.65273648,10.42977814,0.042818125,0.036717983,-0.003612689,-0.018334903,-0.034534349,-0.082107262,12.6160185,12.65634917,12.67107139,12.68727083,12.73484375,12.69555461,1.643781318,-0.064739688,,
10,11.95,12.65343266,10.42996115,-0.027100933,0.055692101,0.051706841,-0.089924312,-0.030571423,-0.015065605,12.59774056,12.60172582,12.74335697,12.68400408,12.66849827,12.62633173,1.652919851,-0.065455788,,
10,11.951,12.65412888,10.43014419,0.035770249,0.128736161,-0.138951069,-0.02936321,0.037204234,-0.034543127,12.52539272,12.79307995,12.68349209,12.61692465,12.68867201,12.68989913,1.644966015,-0.064813922,,
10,11.952,12.6548251,10.43032726,-0.022097972,-0.113371568,0.05598555,-0.015343314,-0.000550466,-0.044524367,12.76819666,12.59883955,12.67016841,12.65537556,12.69934946,12.63272712,1.651702264,-0.065370892,,
10,11.953,12.65552131,10.43051035,-0.002942544,0.022477487,-0.0730207,0.093282757,0.101460842,-0.053838434,12.63304383,12.72854201,12.56223856,12.55406047,12.70935975,12.65257877,1.649074143,-0.065167297,,
10,11.954,12.65621753,10.43069346,-0.0055396,-0.063814797,-0.040601939,-0.04735326,0.038665988,-0.115118537,12.72003233,12.69681947,12.70357079,12.61755154,12.77133607,12.65067793,1.649257235,-0.065182436,,
10,11.955,12.65691375,10.43087661,0.043118266,-0.023133317,0.057520621,-0.074395468,-0.043196846,-0.031168926,12.68004707,12.59939313,12.73130922,12.7001106,12.68808268,12.70003202,1.643404189,-0.064697486,,
10,11.956,12.65761001,10.43105978,-0.000460594,-0.131864297,-0.061908137,-0.022294066,-0.078741108,-0.061463568,12.7894743,12.71951814,12.67990407,12.73635112,12.71907358,12.65714941,1.649378248,-0.065159225,,
10,11.957,12.65830626,10.43124297,-0.049456437,0.008755448,-0.036455205,-0.141856089,0.002142116,-0.008539293,12.64955082,12.69476147,12.80016235,12.65616415,12.66684556,12.60884983,1.655942129,-0.065669808,,
10,11.958,12.65900252,10.43142619,0.063672672,-0.19311088,-0.045608322,0.040234933,0.059945869,0.061557272,12.8521134,12.70461084,12.61876759,12.59905665,12.59744525,12.72267519,1.640913647,-0.064484066,,
10,11.959,12.65969882,10.43160944,-0.071811445,-0.001380778,-0.006056338,-0.046143911,0.014755425,0.029086804,12.66107959,12.66575515,12.70584273,12.64494339,12.63061201,12.58788737,1.657819707,-0.065848023,,
10,11.96,12.66039511,10.43179271,-0.035452808,-0.09527719,0.056274343,-0.098839822,-0.006060285,0.013570427,12.7556723,12.60412077,12.75923493,12.6664554,12.64682469,12.6249423,1.652694307,-0.065453345,,
10,11.961,12.66109137,10.43197601,0.020425652,0.074657264,0.008116183,-0.031209998,0.030709839,0.018209972,12.5864341,12.65297519,12.69230137,12.63038153,12.6428814,12.68151702,1.645684554,-0.064885695,,
10,11.962,12.6617877,10.43215933,0.009391001,0.066949962,-0.093166751,-0.085381383,0.048669766,0.01031756,12.59483774,12.75495445,12.74716909,12.61311794,12.65147014,12.6711787,1.647683492,-0.065018698,,
10,11.963,12.662484,10.43234268,-0.001177592,0.057740091,-0.10387506,-0.106619861,0.046049457,0.127241445,12.60474391,12.76635906,12.76910386,12.61643454,12.53524255,12.66130641,1.648764722,-0.065113936,,
10,11.964,12.66318033,10.43252606,0.01311114,0.134127197,0.033158766,-0.03519864,-0.067775207,0.078915772,12.52905314,12.63002157,12.69837897,12.73095554,12.58426456,12.67629147,1.646552596,-0.064947906,,
10,11.965,12.66387667,10.43270946,0.074311516,-0.135485303,-0.049463611,-0.037740882,-0.021005395,0.023446983,12.79936197,12.71334028,12.70161755,12.68488206,12.64042969,12.73818819,1.638933637,-0.064335823,,
10,11.966,12.664573,10.43289288,-0.063932092,-0.083809051,-0.080059311,-0.092690659,-0.044882967,-0.022559088,12.74838206,12.74463232,12.75726366,12.70945597,12.68713209,12.60064091,1.656495886,-0.065735487,,
10,11.967,12.66526934,10.43307633,-0.015538079,-0.040431511,-0.043527304,-0.001647664,-0.034420616,0.006803236,12.70570085,12.70879664,12.666917,12.69968996,12.6584661,12.64973126,1.650159561,-0.065227971,,
10,11.968,12.66596571,10.43325981,0.005020847,0.005459687,0.01337182,-0.047404773,-0.008674902,0.007406821,12.66050603,12.65259389,12.71337049,12.67464062,12.65855889,12.67098656,1.647884192,-0.065023202,,
10,11.969,12.66666209,10.43344332,0.000397397,0.064246927,-0.053400321,-0.077153818,0.032155775,0.027851296,12.60241516,12.72006241,12.74381591,12.63450631,12.63881079,12.66705948,1.648771583,-0.065082753,,
10,11.97,12.66735846,10.43362685,-0.026250859,0.021966054,-0.011402289,-0.043836831,0.043491895,0.071232817,12.64539241,12.67876075,12.71119529,12.62386657,12.59612564,12.6411076,1.6511667,-0.06531164,,
10,11.971,12.66805484,10.4338104,-0.048977319,0.233740029,-0.061042924,-0.016392528,-0.063356762,0.026087325,12.43431481,12.72909776,12.68444736,12.7314116,12.64196751,12.61907752,1.653983415,-0.065534178,,
10,11.972,12.66875125,10.43399398,0.06604273,-0.039851295,-0.022999902,-0.113089383,0.002680737,-0.06130085,12.70860254,12.69175115,12.78184063,12.66607051,12.7300521,12.73479398,1.639574419,-0.064372506,,
10,11.973,12.66944766,10.43417759,-0.042371986,0.182713792,-0.093993572,-0.058939691,0.046486409,0.074939028,12.48673387,12.76344123,12.72838735,12.62296125,12.59450863,12.62707568,1.652769854,-0.065444576,,
10,11.974,12.67014408,10.43436122,-0.011990866,-0.065802247,-0.037197548,0.06902882,0.035419419,-0.11938496,12.73594632,12.70734162,12.60111526,12.63472466,12.78952904,12.65815321,1.649992215,-0.065174097,,
10,11.975,12.67084049,10.43454488,0.062247898,-0.100276899,-0.009022864,0.019813872,-0.05669129,-0.072333302,12.77111739,12.67986335,12.65102662,12.72753178,12.74317379,12.73308839,1.63844153,-0.064339426,,
10,11.976,12.67153694,10.43472856,0.00275211,0.024963198,-0.104085198,0.142950209,0.016832852,0.061625713,12.64657374,12.77562214,12.52858673,12.65470409,12.60991123,12.67428905,1.647997693,-0.065013082,,
10,11.977,12.67223335,10.43491227,-0.061402592,0.050749448,0.007298072,0.111519067,-0.063405241,-0.069626385,12.62148391,12.66493528,12.56071429,12.7356386,12.74185974,12.61083076,1.655715272,-0.065649251,,
10,11.978,12.67292985,10.43509601,0.023703731,-0.11842498,-0.131121041,-0.095762259,0.034370928,-0.016091954,12.79135483,12.80405089,12.7686921,12.63855892,12.6890218,12.69663358,1.645557882,-0.064803216,,
10,11.979,12.6736263,10.43527977,0.047368271,-0.044007993,0.027690517,-0.055033292,-0.00441733,-0.010945716,12.71763429,12.64593578,12.72865959,12.67804363,12.68457201,12.72099457,1.641337949,-0.06451176,,
10,11.98,12.67432275,10.43546356,0.032399494,-0.014210741,0.022509077,-0.079914646,-0.026369769,-0.023767969,12.68853349,12.65181367,12.7542374,12.70069252,12.69809072,12.70672224,1.642083928,-0.064608605,,
10,11.981,12.67501924,10.43564737,0.008441145,-0.145998948,0.009686009,0.010996029,0.081399504,-0.028246347,12.82101819,12.66533323,12.66402321,12.59361974,12.70326559,12.68346039,1.646317258,-0.064896907,,
10,11.982,12.67571573,10.43583121,-0.009124039,-0.019218741,-0.012271875,-0.021069893,0.003485564,-0.012693588,12.69493447,12.68798761,12.69678563,12.67223017,12.68840932,12.66659169,1.647617108,-0.065040251,,
10,11.983,12.67641222,10.43601507,0.045934726,-0.05848307,-0.162020205,0.016419662,0.095226234,-0.069519256,12.73489529,12.83843243,12.65999256,12.58118599,12.74593148,12.72234695,1.640408451,-0.06446966,,
10,11.984,12.67710876,10.43619896,-0.007495617,0.125519876,-0.042220998,-0.068890367,-0.04742312,-0.091418158,12.55158888,12.71932975,12.74599912,12.72453188,12.76852691,12.66961314,1.64834111,-0.065054872,,
10,11.985,12.67780529,10.43638287,0.00678269,0.038459273,-0.018645342,0.037027506,0.027376284,-0.009648917,12.63934601,12.69645063,12.64077778,12.650429,12.6874542,12.68458798,1.645964952,-0.06487446,,
10,11.986,12.67850182,10.43656681,0.068058278,-0.055058534,0.023347765,0.038829294,-0.008389819,-0.078463495,12.73356035,12.65515405,12.63967252,12.68689164,12.75696531,12.74656009,1.638846462,-0.064287329,,
10,11.987,12.67919835,10.43675078,0.018011433,-0.159773461,-0.008209009,0.061874348,-0.024459518,-0.038250175,12.83897181,12.68740736,12.617324,12.70365787,12.71744852,12.69720978,1.644934116,-0.064777808,,
10,11.988,12.67989488,10.43693477,-0.004341302,-0.010382967,-0.061870367,0.091242204,0.069611374,-0.020019268,12.69027784,12.74176524,12.58865267,12.6102835,12.69991415,12.67555358,1.647308802,-0.064978352,,
10,11.989,12.68059145,10.43711879,0.046490163,0.008517122,0.025943968,0.051728644,0.088469552,-0.016073838,12.67207432,12.65464748,12.6288628,12.5921219,12.69666529,12.72708161,1.641365287,-0.064482634,,
10,11.99,12.68128802,10.43730283,-0.016198405,-0.12877908,-0.087956823,-0.046084567,-0.020158897,-0.017238434,12.8100671,12.76924484,12.72737258,12.70144691,12.69852645,12.66508961,1.64907852,-0.065108653,,
10,11.991,12.68198459,10.4374869,0.019766362,-0.063459835,-0.075948986,-0.043388974,-0.009090354,0.03790823,12.74544442,12.75793357,12.72537356,12.69107494,12.64407636,12.70175095,1.645111086,-0.064759782,,
10,11.992,12.6826812,10.43767099,0.061048033,-0.024173068,-0.129907246,0.039370369,-0.084242516,-0.118385823,12.70685426,12.81258844,12.64331083,12.76692371,12.80106702,12.74372923,1.639457701,-0.064321082,,
10,11.993,12.68337777,10.43785511,0.007572914,-0.157998504,0.07316436,0.011322034,-0.104329113,-0.029130563,12.84137627,12.61021341,12.67205573,12.78770688,12.71250833,12.69095068,1.646684922,-0.064873851,,
10,11.994,12.68407437,10.43803926,0.036624167,0.142780339,0.032200979,0.016238757,-0.092934673,0.012887179,12.54129404,12.6518734,12.66783562,12.77700905,12.67118719,12.72069854,1.642101394,-0.064538304,,
10,11.995,12.68477098,10.43822343,0.02986859,-0.009822228,0.162939445,0.166288281,-0.001002307,0.023791932,12.69459321,12.52183154,12.5184827,12.68577329,12.66097905,12.71463957,1.642538244,-0.064593677,,
10,11.996,12.68546763,10.43840763,0.012632592,0.070074222,-0.004239883,-0.100505405,-0.021624036,-0.005435922,12.61539341,12.68970751,12.78597304,12.70709167,12.69090355,12.69810022,1.645634729,-0.064799465,,
10,11.997,12.68616424,10.43859185,0.038047251,-0.015654928,0.010129205,0.031956007,-0.024195283,-0.045602462,12.70181917,12.67603503,12.65420823,12.71035952,12.7317667,12.72421149,1.64183646,-0.064519419,,
10,11.998,12.68686089,10.4387761,0.005466454,-0.035074008,0.003045339,-0.004179683,0.048833117,-0.031291075,12.7219349,12.68381555,12.69104057,12.63802777,12.71815196,12.69232734,1.645863906,-0.064834353,,
10,11.999,12.68755754,10.43896037,-0.005957813,-0.149143528,-0.060808219,0.063063235,-0.044661117,-0.008923757,12.83670106,12.74836575,12.6244943,12.73221865,12.69648129,12.68159972,1.647241075,-0.064944078,,
10,12,12.68825418,10.43914467,0.020052628,0.076538836,0.092079292,0.013121877,-0.063591101,0.017627372,12.61171535,12.59617489,12.67513231,12.75184528,12.67062681,12.70830681,1.643225083,-0.064651607,,
10,12.001,12.68895087,10.43932899,-0.088801968,-0.171590657,-0.020433167,0.043539679,0.049563495,-0.013668879,12.86054153,12.70938404,12.64541119,12.63938738,12.70261975,12.6001489,1.656421254,-0.065724502,,
10,12.002,12.68964756,10.43951334,0.000452815,0.01495313,0.021320666,-0.010196474,0.053747243,0.045158397,12.67469443,12.66832689,12.69984403,12.63590031,12.64448916,12.69010037,1.646410983,-0.064870217,,
10,12.003,12.69034424,10.43969772,-0.020437341,0.165117241,-0.023854243,-0.074225188,-0.023175867,-0.022270276,12.525227,12.71419849,12.76456943,12.71352011,12.71261452,12.6699069,1.649395981,-0.065089609,,
10,12.004,12.69104093,10.43988212,0.01971022,0.035936617,0.060737692,-0.046687493,-0.064609979,-0.06453943,12.65510431,12.63030324,12.73772842,12.75565091,12.75558036,12.71075115,1.643903921,-0.064667539,,
10,12.005,12.69173766,10.44006654,0.052083402,0.063554914,-0.028245848,0.011478654,-0.005436631,-0.017541199,12.62818274,12.71998351,12.680259,12.69717429,12.70927886,12.74382106,1.639364245,-0.064313718,,
10,12.006,12.69243434,10.44025099,-0.010724085,-0.035778601,-0.124336446,0.030589278,0.048617929,-0.012933385,12.72821294,12.81677079,12.66184507,12.64381642,12.70536773,12.68171026,1.647238377,-0.064939638,,
10,12.007,12.69313107,10.44043547,0.034705722,0.008546561,-0.155190976,-0.089408101,-0.009633303,0.04737852,12.68458451,12.84832205,12.78253917,12.70276437,12.64575255,12.72783679,1.641885286,-0.064501076,,
10,12.008,12.69382784,10.44061997,-0.037292021,-0.003919485,0.000986351,-0.00706849,-0.007760652,-0.023325981,12.69774732,12.69284149,12.70089633,12.70158849,12.71715382,12.65653581,1.650675521,-0.065211559,,
10,12.009,12.69452456,10.4408045,0.049615487,0.070469278,-0.001351072,0.00874483,0.001872871,0.066323215,12.62405528,12.69587563,12.68577973,12.69265169,12.62820135,12.74414005,1.639002024,-0.064305542,,
10,12.01,12.69522133,10.44098906,0.06150725,-0.108483047,0.003343019,-0.029451462,0.035286856,-0.002909246,12.80370437,12.69187831,12.72467279,12.65993447,12.69813057,12.75672858,1.638170245,-0.064207631,,
10,12.011,12.69591809,10.44117364,0.01644866,0.051196925,0.029626284,-0.07093652,-0.024805603,0.063108304,12.64472117,12.66629181,12.76685461,12.7207237,12.63280979,12.71236675,1.643858724,-0.064655234,,
10,12.012,12.69661486,10.44135824,0.001555062,0.057205595,-0.045290416,-0.033167367,0.064090573,0.038144048,12.63940926,12.74190527,12.72978222,12.63252429,12.65847081,12.69816992,1.64540793,-0.064789722,,
10,12.013,12.69731162,10.44154287,0.026349132,-0.198709323,0.047192343,-0.042033947,-0.065438299,-0.033179672,12.89602095,12.65011928,12.73934557,12.76274992,12.7304913,12.72366075,1.641721674,-0.06451963,,
10,12.014,12.69800843,10.44172753,-0.011395556,-0.009835972,-0.030708238,-0.008038864,0.085503643,-0.030655175,12.7078444,12.72871667,12.70604729,12.61250478,12.7286636,12.68661287,1.646449345,-0.06488661,,
10,12.015,12.69870523,10.44191221,0.06916844,0.032492917,-0.077583373,-0.137746598,0.035108285,0.071445475,12.66621231,12.7762886,12.83645183,12.66359695,12.62725976,12.76787367,1.636323132,-0.06408371,,
10,12.016,12.69940204,10.44209691,0.024617625,0.172830262,0.007329292,0.018718312,0.069184348,0.053495573,12.52657177,12.69207274,12.68068372,12.63021769,12.64590646,12.72401966,1.641448963,-0.064502666,,
10,12.017,12.70009888,10.44228165,-0.012383165,0.038944941,0.005761943,-0.063071753,0.084482812,-0.009637429,12.66115394,12.69433694,12.76317063,12.61561607,12.70973631,12.68771571,1.645667492,-0.064858023,,
10,12.018,12.70079568,10.4424664,0.001410512,0.190178817,-0.034357293,-0.065120841,0.017098453,-0.058858761,12.51061687,12.73515298,12.76591653,12.68369723,12.75965444,12.7022062,1.645301091,-0.064764934,,
10,12.019,12.70149253,10.44265119,-0.031807435,-0.003540961,0.097772155,-0.146332185,0.017536534,0.022115783,12.70503349,12.60372037,12.84782471,12.68395599,12.67937674,12.66968509,1.648702251,-0.065065239,,
10,12.02,12.70218937,10.44283599,-0.046700835,0.016458539,0.072177486,-0.100216188,0.040348113,-0.020829322,12.68573083,12.63001189,12.80240556,12.66184126,12.72301869,12.65548854,1.651474349,-0.065247837,,
10,12.021,12.70288625,10.44302083,-0.010082821,0.101205798,-0.021980106,0.030592795,-0.006784181,0.039794263,12.60168046,12.72486636,12.67229346,12.70967043,12.66309199,12.69280343,1.645705003,-0.064825667,,
10,12.022,12.7035831,10.44320569,-0.026342129,-0.15438733,0.07440339,-0.113540458,0.008082474,0.054549959,12.85797043,12.62917971,12.81712356,12.69550062,12.64903314,12.67724097,1.648704924,-0.065022838,,
10,12.023,12.70427998,10.44339057,-0.009440013,-0.053141082,0.015736276,0.005492218,-0.059550103,-0.019946018,12.75742106,12.6885437,12.69878776,12.76383008,12.724226,12.69483997,1.646407778,-0.064847319,,
10,12.024,12.70497686,10.44357548,0.03067831,0.174559201,0.021390982,0.090087649,-0.017227498,-0.015860269,12.53041766,12.68358588,12.61488921,12.72220436,12.72083713,12.73565517,1.64083855,-0.064420422,,
10,12.025,12.70567374,10.44376042,0.011028724,0.038396617,0.119813165,0.008949327,0.03231884,-0.008581275,12.66727713,12.58586058,12.69672442,12.67335491,12.71425502,12.71670247,1.643829362,-0.064630816,,
10,12.026,12.70637067,10.44394538,0.002313295,-0.07359555,0.002788712,0.057162168,0.017772283,0.048441209,12.77996622,12.70358195,12.6492085,12.68859838,12.65792946,12.70868396,1.644572544,-0.064701401,,
